app_id,game_name,genre
319320,Time Mysteries 3: The Final Enigma,Adventure Casual
598700,The Vagrant,Action Adventure
467120,Rising Runner,Casual Indie
358750,Sunrider: Liberation Day - Captain's Edition,Sexual Content Nudity
297920,Space Colony: Steam Edition,Simulation Strategy
415480,Hyperdevotion Noire: Goddess Black Heart (Neptunia),RPG Strategy
392450,Silver Creek Falls: Chapter 1,Adventure Free to Play
600310,Rogue'n Roll,Action Indie
373970,Letter Quest: Grimm's Journey Remastered,Casual Indie
372540,The Lost Mythologies,Action Free to Play
726390,Scream Collector,Casual Free to Play
262000,Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,Adventure
248330,Dino Run DX,Action Indie
340830,Razenroth,Action Indie
328730,Letter Quest: Grimm's Journey,Casual Indie
287580,Pandora: First Contact,Simulation Strategy
425410,Road to Ballhalla,Action Adventure
377860,Mushihimesama,Action
263820,EvilQuest,Action Adventure
610750,Games&Girls,Adventure Casual
223330,Sea Dogs: To Each His Own - Pirate Open World RPG,RPG
352220,King of Dragon Pass,RPG Strategy
525460,Sullen: Light is Your Friend,Adventure Indie
230650,Lords of Football,Indie Simulation
589430,Killer Elite – Time to Die,Action Indie
466270,Half-Life: A Place in the West,Indie
511330,Farm Life: Natures Adventure,Adventure Casual
457210,SEUM: Speedrunners from Hell,Action Indie
307580,Technobabylon,Adventure Indie
375710,The Adventures of Mr. Bobley,Adventure Indie
611780,Across The Moment,Adventure Indie
339290,Castle,Action Casual
300540,Sweet Lily Dreams,Adventure Indie
448790,Infinity Wings - Scout & Grunt,Action Casual
278930,GIGANTIC ARMY,Action Indie
693180,Slice of Life,Adventure Indie
266390,Farm for your Life,Casual Indie
485980,Syrian Warfare,Indie Strategy
346730,GOCCO OF WAR,Action Casual
587430,I Expect You To Die,Indie
489360,CASE: Animatronics,Action Adventure
355130,MotoGP15,Racing Simulation
592490,Cat survival,Action Indie
507360,The Wizard's Lair,Adventure RPG
234920,Dyscourse,Adventure Casual
449170,Gnomes Garden 2,Casual Strategy
329020,Battlegrounds of Eldhelm,Free to Play Indie
449050,Rock Paper Scissors Champion,Casual Free to Play
696170,SENRAN KAGURA Peach Beach Splash,Action
292600,Duet,Action Indie
375530,"Football, Tactics & Glory",Indie Simulation
343560,Bob Was Hungry,Indie
330180,Pix the Cat,Action Indie
636150,Cyberhunt,Action Adventure
602170,Planet of Mubu,Action Adventure
50000,Nimbus,Indie Racing
379290,Sumo Revise,Action Casual
492630,Bear With Me - Episode One,Adventure Indie
253150,Halfway,Action Indie
467380,Khimera: Destroy All Monster Girls,Action Adventure
738500,The Parallax Effect,Action Adventure
281060,Reversion - The Meeting (2nd Chapter),Adventure Indie
715310,Urban Rivals,Action Free to Play
72900,Winter Voices,Adventure Indie
566430,Ultimus bellum,Indie RPG
545860,Luke Sidewalker,Action Adventure
603060,Tarim: Guardians,Action Adventure
350110,TransOcean 2: Rivals,Simulation Strategy
574050,DRAGON QUEST HEROES II,Action RPG
211280,Primal Fears,Action Indie
248710,Iesabel,Action Indie
314980,Supreme Ruler Ultimate,Indie Simulation
214630,Call of Duty: Black Ops - Mac Edition,Action
598960,Mashinky,Indie Simulation
301650,Battlezone 98 Redux,Action Strategy
442500,Age of Gladiators,Casual Indie
450190,MAZE LORD,Indie Strategy
470600,Video blogger Story,Simulation Early Access
323460,Raiden IV: OverKill,Action
588090,Starving,Casual Indie
311240,Zero Escape: Zero Time Dilemma,Adventure
47000,4 Elements,Adventure Casual
265000,FORCED SHOWDOWN,Action Indie
530390,Slayaway Camp,Casual Indie
375480,Chronicon,Action Adventure
239700,Hate Plus,Indie
286320,Oknytt,Adventure Indie
398970,none,Adventure Indie
633130,Nongünz,Action Indie
212050,Resonance,Adventure Indie
41740,Cargo! The Quest for Gravity,Action Adventure
396480,Battlevoid: Harbinger,Action Indie
533180,Campfire: One of Us Is the Killer,Casual Indie
621830,WRC 7 FIA World Rally Championship,Racing
474010,The NADI Project,Adventure Free to Play
571350,DED,Action Free to Play
431640,Doodle Kingdom,Action Casual
334560,Square Heroes,Action Indie
207020,Bang Bang Racing,Racing
485450,Ninja Stealth,Casual Indie
238530,Super Puzzle Platformer Deluxe,Action Casual
418310,Chronicles of a Dark Lord: Rhapsody Clash,Casual Indie
400510,The Final Take,Adventure Indie
716260,Guns'n'Stories: Preface VR,Action Adventure
319250,Magicmaker,Action Adventure
500710,Wild Terra Online,Action Adventure
422900,Particle Fleet: Emergence,Indie Simulation
388080,Borderless Gaming,Utilities
588970,Oik,Casual Indie
383930,Doorways: Holy Mountains of Flesh,Action Adventure
38230,Hotel Giant 2,Simulation
526540,8infinity,Action Casual
45410,Ignite,Racing
511160,Cubway,Action Adventure
312540,Ys VI: The Ark of Napishtim,Action Adventure
316600,QP Shooting - Dangerous!!,Action Indie
237470,Battle Worlds: Kronos,Strategy
403180,Draw a Stickman: EPIC 2,Adventure Casual
313400,REVOLVER360 RE:ACTOR,Action Indie
397150,Stellar Overload,Adventure Indie
287860,8-Bit Commando,Action Indie
420930,CHKN,Adventure Casual
432290,Elemental Heroes,Free to Play Indie
483980,Mad Father,Adventure Indie
322680,BLACKHOLE,Action Adventure
583490,InfiniPicross,Casual Indie
631010,Crimson Earth 2,Action Adventure
272600,Detective Grimoire,Adventure Indie
386490,Wanda - A Beautiful Apocalypse,Casual Indie
351100,Niffelheim,Action Adventure
485740,Color Syndrome,Casual Indie
279990,Bridge Constructor Playground,Casual Indie
504130,Manual Samuel,Adventure Indie
658560,Zup! 7,Casual Indie
695920,Super Seducer : How to Talk to Girls,Adventure Casual
361550,Cradle,Adventure Indie
310700,Super Win the Game,Action Indie
410820,Starward Rogue,Action Indie
431510,Mystic Destinies: Serendipity of Aeons,Adventure Casual
544180,Orbox C,Indie
395570,We Are The Dwarves,Action Adventure
658980,Valnir Rok Survival RPG,Action Indie
625470,The Red Stare,Action Free to Play
258950,Montague's Mount,Adventure Indie
44100,Super Laser  Racer,Action Indie
266230,Last Dream,Indie RPG
378660,Blues and Bullets,Adventure
32200,Metal Drift,Action Indie
427470,Democracy 3 Africa,Indie Simulation
543260,Wonder Boy: The Dragon's Trap,Action Adventure
434220,Bear Haven Nights,Action Adventure
553820,DeathMetal,Action Casual
46770,Making History II: The War of the World,Indie Simulation
456810,Zombillie,Action Casual
347510,Rats - Time is running out!,Action Casual
417880,Everybody's Gone to the Rapture,Adventure Casual
339190,Dead Synchronicity: Tomorrow Comes Today,Adventure Indie
525150,Space Fuss,Action Indie
314150,Double Dragon Trilogy,Action
548080,Space Merchants: Arena,Action Casual
633880,Lone Warrior,Action Adventure
359810,Hare In The Hat,Adventure Indie
575830,rooMaze,Action Adventure
650000,DOOM VFR,Action
386420,Job the Leprechaun,Casual Indie
286200,ReignMaker,Adventure Casual
593670,Sponchies,Action Casual
330990,Demon Hunter: Chronicles from Beyond,Adventure Casual
461750,Ghoul Kid,Casual Free to Play
398100,Highschool Romance,Casual Indie
370020,Templar Battleforce,Action Indie
269370,Reaper - Tale of a Pale Swordsman,Action Indie
446840,Splasher,Action Indie
315070,Blob From Space,Casual Indie
32160,Zombie Bowl-o-Rama,Sports Casual
433670,Professional Farmer 2017,Simulation
406970,The Uncertain: Last Quiet Day,Adventure Indie
403400,ARCADE GAME SERIES: DIG DUG,Action
636400,CUBOTS The Origins,Adventure Casual
315920,Stonerid,Action Indie
416600,Full Metal Furies,Action Adventure
617420,Animal Rivals,Action Casual
58400,Turba,Casual Indie
577230,The Last Warlord | 三國志漢末霸業,Indie Simulation
781440,"OH MY GOD, LOOK AT THIS KNIGHT",Action Adventure
283040,Paper Dungeons,Adventure Indie
267340,Beware Planet Earth,Casual Indie
509600,Battle Time,Action Adventure
212110,Sugar Cube: Bittersweet Factory,Action Indie
61730,Critter Crunch,Action Indie
202070,Choplifter HD,Action
235980,Tetrobot and Co.,Casual Indie
372750,Girl Amazon Survival,Action Adventure
778230,Mighty Gemstones,Casual Indie
381140,Cruel Arena,Violent Gore
355280,Brave Furries,Casual Indie
314240,RPG Tycoon,Adventure Indie
688430,Duel of Summoners: The Mabinogi Trading Card Game,Adventure Free to Play
293220,H-Hour: World's Elite,Action Indie
458470,Grim Legends 3: The Dark City,Adventure Casual
512770,IACTURA,Action Indie
605510,Rigor Mortis,Casual Indie
373290,Stones of Sorrow,Action Indie
205060,BIT.TRIP CORE,Action Indie
578600,A Step Into Darkness,Action Adventure
512790,Quern - Undying Thoughts,Adventure Indie
463060,Clover Tale,Adventure Casual
431220,Porradaria 2: Pagode of the Night,Action Adventure
262550,Gunman Clive,Action Indie
555950,Danganronpa Another Episode: Ultra Despair Girls,Action
650220,Interplanetary: Enhanced Edition,Indie Simulation
279260,Richard & Alice,Adventure Indie
576860,Summer Nightmare,Adventure Casual
317510,Beyond Gravity,Action Casual
399890,The Secret Order 2: Masked Intent,Adventure Casual
46520,Wasteland Angel,Action Indie
523000,Princess Maker 2 Refine,Simulation
570770,古剑奇谭二(GuJian2),RPG
386110,Raywin,Adventure RPG
521130,Dots eXtreme,Casual Indie
303720,#KILLALLZOMBIES,Action Indie
783240,Zombieland,Action Adventure
105700,Tobe's Vertical Adventure,Action Adventure
381020,Sky Rogue,Action Indie
363790,Egg Returns Home,Indie
735450,Ninja Way,Casual Indie
587450,Saurian,Indie Simulation
251890,World of Diving,Adventure Indie
398830,Goggles - World of Vaporia,Action Adventure
303510,Dungeons: The Eye of Draconus,Action Adventure
494290,MiDZone,Action Indie
327670,Ironcast,Indie RPG
437180,Chill the Piro,Action Indie
389810,Rubber and Lead,Action Indie
398450,Absent,Adventure Free to Play
628890,NOBUNAGA'S AMBITION: Taishi / 信長の野望･大志,Simulation
488280,Gun Done,Casual Indie
394450,"Warhammer 40,000: Deathwatch - Enhanced Edition",Action Adventure
346830,FINAL FANTASY IV: THE AFTER YEARS,RPG
351250,Avalanche 2: Super Avalanche,Action Indie
256030,Shadows: Heretic Kingdoms,Indie RPG
408410,X-Morph: Defense,Action Indie
20710,Mr. Robot,Action Indie
415590,Earthfall,Action
326340,River City Super Sports Challenge ~All Stars Special~,Action Adventure
345200,Tasty Blue,Action Adventure
321270,UNLOVED,Action
380550,Incandescent,Action Indie
603090,Dream Stone,Adventure Indie
270490,The Forest of Doom (Standalone),Adventure Indie
280910,T.E.C. 3001,Action Indie
684580,Shoppe Keep 2 - Shop Management Business and Agriculture RPG Simulation,Adventure Indie
612070,Kio's Adventure,Adventure Indie
611980,Oik 2,Casual Indie
336090,Sky Mercenaries,Action Indie
379320,Clandestinity of Elsie,Action Indie
485890,Summer Sale,Simulation
277470,The Book of Legends,Adventure Indie
294750,Anomaly Defenders,Action Indie
502770,Voodoo Garden,Casual Indie
758530,Sprout,Adventure Casual
265810,The Sandbox,Casual Indie
248800,Dysfunctional Systems: Learning to Manage Chaos,Adventure Casual
308173,Hegemony III: Clash of the Ancients,Indie Simulation
233510,Lunnye Devitsy,Casual Indie
553960,Husk,Action Adventure
567000,Tapocalypse,Indie Racing
312790,Agarest: Generations of War 2,Adventure RPG
296630,Kraven Manor,Action Adventure
265670,Imagine Me,Adventure Indie
387370,Sol 0: Mars Colonization,Indie Simulation
427030,軒轅劍外傳穹之扉(The Gate of Firmament),RPG
473530,Slime-san: Superslime Edition,Action Adventure
21640,Flock!,Casual Strategy
252830,Claire,Action Adventure
298560,Captain Forever Remix,Action Indie
343340,Tiamat X,Action Indie
17140,Hinterland,RPG Strategy
619880,ATOMEGA,Action Indie
547090,Halloween Mysteries,Action Adventure
262750,GoD Factory: Wingmen,Action Indie
527540,VR Journey,Action RPG
575330,Oh...Sir! The Hollywood Roast,Adventure Indie
320840,Wings! Remastered Edition,Action Simulation
372820,Shot In The Dark,Action Free to Play
264160,WazHack,Action Indie
296220,Farm Frenzy 4,Adventure Casual
257790,Riptide GP2,Action Indie
502940,"Calm Down, Stalin",Casual Indie
237760,Intake,Action Indie
288140,Jack Nicklaus Perfect Golf,Indie Simulation
512550,Cursed West,Action Adventure
393520,Iconoclasts,Action Adventure
264060,Full Bore,Adventure Casual
216130,Gemini Wars,Indie Strategy
418120,Cally's Caves 3,Action Adventure
585970,Tank Assault X,Action Casual
680310,Poker World - Single Player,Casual Free to Play
656200,电竞俱乐部/ESports Club,Indie Simulation
550080,VALKYRIE DRIVE -BHIKKHUNI-,Action
665890,Jay Fighter: Remastered,Action Free to Play
342310,RIOT: Civil Unrest,Indie Simulation
555150,The First Tree,Adventure Indie
204960,Magical Drop V,Casual Indie
457490,"Forgotten, Not Lost - A Kinetic Novel",Casual RPG
35320,Insane 2,Racing
419590,Tales from the Void,Action Adventure
311910,DIG IT! - A Digger Simulator,Simulation
252570,Depths of Fear :: Knossos,Action Adventure
714020,Idle Adventure,Adventure Free to Play
620530,Mirt. Tales of the Cold Land. Chapter one,Adventure Casual
457320,HoloBall,Action Indie
247870,Redshirt,Indie RPG
368970,Haywire on Fuel Station Zeta,Adventure Indie
351090,Regency Solitaire,Casual
401810,Poi,Action Adventure
200410,SOL: Exodus,Action Indie
757810,Mahlone One,Free to Play Massively Multiplayer
622170,Offensive Combat: Redux!,Action
464800,Twisted Worlds,Adventure Casual
307090,Fancy Skulls,Action Indie
303430,Roundabout,Action Adventure
531680,8-Bit Invaders!,Indie Simulation
385530,Астролорды: Облако Оорта,Free to Play Indie
341730,Dustoff Heli Rescue,Action Indie
257690,J.U.L.I.A.: Among the Stars,Adventure Indie
404640,Game Tycoon 2,Indie Simulation
473740,Crystal City,Adventure Casual
508790,Flat Heroes,Action Indie
291390,Three Dead Zed,Action Indie
223410,Perpetuum,Indie Massively Multiplayer
494230,Heart's Medicine - Time to Heal,Adventure Casual
216090,Go Home Dinosaurs!,Casual Indie
359350,Defunct,Adventure Indie
407310,NEKO-NIN exHeart,Action Casual
260330,Flockers,Action Indie
377870,DARIUSBURST Chronicle Saviours,Action
252750,MouseCraft,Action Adventure
859700,USA 2020,Action Simulation
298930,Darkness Within 1: In Pursuit of Loath Nolder,Adventure Indie
763520,Hard Place,Action Adventure
628770,Tangledeep,Indie RPG
313780,Conarium,Adventure Indie
403510,Fairy Tale Mysteries 2: The Beanstalk,Adventure Casual
340340,Domestic Dog,Casual Indie
454100,Dungeon Escape,Action Adventure
587390,LOR - League of Runners,Action Casual
248290,Reach for the Sun,Casual Indie
416770,SquareCells,Casual Indie
453750,Tyto Ecology,Casual Indie
433100,The Town of Light,Sexual Content Nudity
468530,A Date in the Park,Adventure
409890,Stranger of Sword City,RPG
341550,Super Cyborg,Action Indie
375840,Rytmik Ultimate,Audio Production Utilities
531240,Max Stern,Action Adventure
400800,MXGP2 - The Official Motocross Videogame,Racing Simulation
690060,SORE,Free to Play Indie
283000,Strategic War in Europe,Indie Strategy
243280,Poöf,Action Indie
525190,The Construct,Action Adventure
317300,Roommates,Adventure Indie
367000,Fine Sweeper,Casual Indie
512740,Flat Path,Casual Indie
340280,Cubot,Indie
240440,Quadrilateral Cowboy,Action Adventure
412770,Boogeyman,Action Indie
505640,Antihero,Indie Strategy
351340,Belladonna,Adventure Indie
390910,Collisions,Action Casual
568860,Psycho on the loose,Action Casual
270810,Jones On Fire,Action Casual
292400,Unrest,Adventure Indie
552440,The Talos Principle VR,Action Adventure
448240,Hybrid Animals,Action Casual
449710,REDCON,Indie Simulation
427910,Zavix Tower,Adventure Casual
597840,Live Wallpaper Master,Animation & Modeling Design & Illustration
338120,Marble Duel,Casual Indie
407680,Last Days of Spring Visual Novel,Casual Indie
280360,Interstellaria,Adventure Indie
264340,Major Mayhem,Action Adventure
330000,Kingdoms CCG,Free to Play Strategy
262790,Our Darker Purpose,Action Indie
488910,Astral Heroes,Free to Play Indie
300320,The Few,Strategy
105420,Ms. Splosion Man,Action Indie
697610,Idle Bouncer,Casual Free to Play
255340,Escape Goat 2,Action Casual
371900,Pillar,Adventure Indie
363510,STAR-BOX: RPG Adventures in Space,Action Adventure
431260,Cursed,Adventure Indie
608660,Psebay,Adventure Indie
530020,World to the West,Action Adventure
288120,Dungeonmans,Adventure Indie
282050,MX vs. ATV Supercross Encore,Racing Simulation
302690,Metal Dead,Adventure Indie
503420,NEO-NOW!,Action Adventure
654050,JYDGE,Action Indie
550840,Fresh Body,Action Adventure
291710,The Lost Crown,Adventure Indie
588710,Neighboring Islands,Adventure Indie
17120,Children of the Nile: Alexandria,Strategy Simulation
591010,Space Ripper,Action Casual
680360,Regions Of Ruin,Action Adventure
457760,The Signal From Tölva,Action
578850,64.0,Action Indie
306550,Runers,Indie RPG
404200,WARTILE,Indie RPG
340270,TIMEframe,Casual Indie
299540,Heroes Rise: The Prodigy,Indie RPG
525510,"Guns, Gore and Cannoli 2",Action Adventure
357200,500 Years Act 1,Adventure Indie
471170,Romopolis,Casual Indie
319140,Xeodrifter,Action Indie
330270,Warlocks vs Shadows,Action Indie
391170,Void Invaders,Action Indie
390710,Acceleration of SUGURI 2,Action Indie
500940,GET THE GEMS,Action Casual
252430,Dusty Revenge:Co-Op Edition,Action Indie
491330,12 Labours of Hercules V: Kids of Hellas (Platinum Edition),Casual Indie
431650,Phoning Home,Action Adventure
409870,Phantom Brave PC,RPG
571530,Superdimension Neptune VS Sega Hard Girls,Action RPG
389510,Wild Animal Racing,Action Casual
588160,Pizza Connection 3,Simulation Strategy
57000,NyxQuest: Kindred Spirits,Action Adventure
347290,Rise & Shine,Action Indie
299950,GET EVEN,Action Indie
277510,Shiny The Firefly,Action Adventure
453340,Hustle Cat,Casual Indie
427510,Way of the Samurai 3,Action Adventure
265830,Monochroma,Action Adventure
344240,Man O' War: Corsair - Warhammer Naval Battles,Action Adventure
526920,SQUAKE,Action Casual
210870,Cloudberry Kingdom,Indie
373390,Contradiction - Spot The Liar!,Adventure RPG
251270,Corpse Party,Adventure Indie
610960,红石遗迹 - Red Obsidian Remnant,Action Adventure
586160,Dash Fleet,Action Indie
564050,Bud Spencer & Terence Hill - Slaps And Beans,Action Adventure
723090,Meltys Quest,RPG
327260,Super Life of Pixel,Indie
239090,Samurai Gunn,Action
602930,Wordlase,Casual Indie
293520,Carnivores: Dinosaur Hunter Reborn,Indie Simulation
444140,Sonicomi,Adventure Casual
421740,Goetia,Adventure Indie
326150,Death Skid Marks,Action Indie
306670,Overlord: Fellowship of Evil,Action Adventure
491000,Gravity Cat,Indie
555830,Vecitas,Action Casual
116120,Lightfish,Action Indie
317100,Republique,Action Adventure
424250,Balrum,Adventure Indie
381170,Lost in Paradise,Action Adventure
294460,Fenix Rage,Action Adventure
480640,Pathfinder Adventures,RPG Strategy
607880,Accel World VS. Sword Art Online Deluxe Edition,RPG
45730,Dark Void Zero,Action Adventure
447290,Redeemer: Enhanced Edition,Action Indie
34920,Razor2: Hidden Skies,Action Casual
582290,Rest House,Adventure Early Access
346470,Tennis Elbow 2013,Simulation Sports
691690,Ash of Gods: Redemption,Adventure Indie
388320,1979 Revolution: Black Friday,Adventure Indie
556820,Warbands: Bushido,Free to Play Indie
436500,Diaries of a Spaceport Janitor,Adventure Casual
262210,Last Knight: Rogue Rider Edition,Action Adventure
359840,Shift Happens,Action Indie
539750,Kombine,Casual Indie
305980,Heavy Fire: Afghanistan,Action
386700,The Oil Blue: Steam Legacy Edition,Indie Simulation
263700,Muffin Knight,Action Adventure
303840,Point Perfect,Action Casual
463670,Runeyana,Action Adventure
339210,RESCUE 2: Everyday Heroes,Simulation Strategy
335900,Angels of Fasaria: Version 2.0,Adventure Indie
603260,The Cat Games,Action Casual
304580,CITYCONOMY: Service for your City,Casual Simulation
671800,Run!ZombieFood!,Adventure Casual
698370,True or False Universe,Casual Free to Play
857940,Nature Calls,Action Casual
259870,OMG Zombies!,Action Strategy
290970,1849,Indie Simulation
280930,Battlepillars Gold Edition,Action Casual
370070,Wyrmsun,Adventure Indie
399130,Massive Cleavage vs Zombies: Awesome Edition,Action Casual
528430,Wells,Action Indie
400660,Reverse Crawl,Indie RPG
462680,BalanCity,Casual Indie
429600,Fairy Tale Mysteries: The Puppet Thief,Adventure Casual
339130,Morningstar: Descent to Deadrock,Adventure Indie
402750,Giant Machines 2017,Indie Simulation
493780,Nightork Adventures - Beyond the Moons of Shadalee,Action Indie
633060,Orwell: Ignorance is Strength,Adventure Indie
399270,Quick Slick Deadly,Action Indie
360390,Nightside,Indie Strategy
874650,XXX Puzzle,Casual Free to Play
262240,SUGURI,Action Indie
405440,Ares Omega,Action Indie
458480,Mythic Wonders: The Philosopher's Stone,Adventure Casual
485080,Megapolis,Casual Indie
340470,You Are Not a Banana: Better Edition,Adventure Casual
604490,Running Through Russia,Adventure Casual
280560,Danmaku Unlimited 2,Action Indie
495570,ConflictCraft,Casual Indie
429610,The Emerald Maiden: Symphony of Dreams,Adventure Casual
431200,Disastr_Blastr,Action Indie
482300,Investigator,Adventure Indie
433300,Marvel: Ultimate Alliance,Action Adventure
360010,Remnants Of Isolation,Casual Indie
441010,Mount Your Friends 3D: A Hard Man is Good to Climb,Action Indie
319270,Great Permutator,Casual Indie
418300,Wick,Action Adventure
390200,Queen's Quest: Tower of Darkness,Adventure Casual
316930,Kings of Kung Fu,Action Indie
295750,The Floor is Jelly,Indie
524640,Asura: Vengeance Expansion,Action Indie
687920,Tropical Liquor,Casual Indie
407940,Hyper Bounce Blast,Action Indie
781800,Walhall,Action Indie
204840,Babel Rising,Action Strategy
465170,Crime Secrets: Crimson Lily,Adventure Casual
535850,Micro Machines World Series,Racing
46600,Swarm Arena,Action Casual
468570,De-Void,Adventure Indie
722020,Bitcoin Collector: Spinners Attack,Casual Indie
431840,3DRPG,Adventure Indie
546930,Machine Hunt,Action Indie
614030,Rhythm Rush!,Action Indie
335620,Star Traders: Frontiers,RPG
533330,Shut Eye,Action Adventure
554510,The Golf Club 2,Simulation Sports
369890,Riddled Corpses,Action Adventure
262770,Freedom Fall,Action Adventure
462730,Townopolis,Casual Indie
342020,BiT Evolution,Action Adventure
844380,Cave Digger,Action Casual
396650,ACE Academy,Action Adventure
546070,Flower Design,Casual Indie
423880,Carpe Diem,Casual Free to Play
609490,Minit,Adventure Indie
351720,Zotrix - Solar Division,Casual Indie
209630,Magrunner: Dark Pulse,Action Adventure
385490,MiniDrivers,Indie Racing
366260,METAL SLUG 2,Action
335100,Dwarf Tower,Indie Strategy
365190,TASTEE: Lethal Tactics,Indie Strategy
418110,March of War: FaceOff - XL,Casual Free to Play
437420,The Secret Order 3: Ancient Times,Adventure Casual
432990,Green Game: TimeSwapper,Action Indie
601980,Deep Fear,Action Adventure
57700,Who's That Flying?!,Action Casual
305780,Echo of the Wilds,Adventure Indie
656090,Salty Fish Go!,Action
514310,SENRAN KAGURA Bon Appétit! - Full Course,Casual
438920,Legends of Callasia,Strategy
465780,New Retro Arcade: Neon,Action Adventure
585830,Ninja Stealth 2,Action Adventure
517910,Sisyphus Reborn,Adventure
584800,Civil War: Battle of Petersburg,Strategy
487350,Pirate Pop Plus,Action Casual
514620,Ellipsis,Action Indie
358960,Canabalt,Action Indie
482450,Nitroplus Blasterz: Heroines Infinite Duel,Action
601050,Attack on Titan 2 - A.O.T.2 - 進撃の巨人２,Action
511120,ikenie,Action Adventure
22500,Spectromancer,Strategy
555450,Deus Ex: Breach,Action RPG
758370,Through the Ages,Indie Strategy
527460,Lepofrenia,Adventure Indie
450110,Amigdala,Action Adventure
355970,Home is Where One Starts...,Adventure Indie
290000,DubWars,Action Casual
331480,Pinstripe,
331340,Tulpa,Adventure Indie
499540,Wake Up,Adventure Indie
433320,Marvel: Ultimate Alliance 2,Action Adventure
554310,Rage Wars,Adventure Casual
252710,The Last Express Gold Edition,Adventure
579020,Constructor,Simulation Strategy
552900,Fields XY,Indie
486720,Bastard Bonds,Indie RPG
254480,Obscure II (Obscure: The Aftermath),Action Adventure
801900,The last Baron's stunt (Anime),Casual Indie
236930,Blackwell Epiphany,Adventure Indie
785130,Clawface,Action Free to Play
521920,Death's Hangover,Action Casual
508980,Crashday Redline Edition,Action Racing
444880,Death Stair,Action Casual
559610,Love Ribbon,Casual Indie
336080,Vietnam ‘65,Strategy
316890,Calvino Noir,Adventure Indie
452570,Battle Chef Brigade Deluxe,Action Adventure
308270,Buzz Aldrin's Space Program Manager,Simulation Strategy
307130,Asteria,Action Adventure
355240,NEO AQUARIUM - The King of Crustaceans -,Action Indie
32150,Everyday Genius: SquareLogic,Casual Indie
279140,Making History: The Great War,Indie Simulation
393200,Bad Rats Show,Action Casual
352890,Caravan,Adventure Indie
488330,Highway to the Moon,Action Indie
233310,Avadon 2: The Corruption,Indie RPG
324420,Desert Ashes,Indie Strategy
332710,1Quest,Indie RPG
791330,Fallen ~Makina and the City of Ruins~,Adventure Indie
529660,Mages of Mystralia,Action Adventure
32410,Lucidity,Casual
340360,Tomb of Tyrants,Casual Indie
440750,Story of a Cube,Action Adventure
498500,I Am The Hero,Action Adventure
370280,Season of 12 Colors,Adventure Casual
446390,Onechanbara Z2: Chaos,Action
402040,The Guest,Adventure Indie
765650,TSUKUMOHIME,Casual Free to Play
584890,Stayin' Alive,Action Casual
233110,Defense Technica,Indie Strategy
563150,interLOGIC,Casual Indie
439340,Tavern Tycoon - Dragon's Hangover,Indie Simulation
373990,Metrico+,Adventure Indie
397580,Moonbase 332,Action Indie
259470,Particulars,Indie
431590,Earn to Die 2,Action Indie
454410,GIGA WRECKER,Action Adventure
504400,Optika,Adventure Casual
410570,Gunjack,Action Casual
246940,Lords of the Black Sun,Indie Strategy
402310,Overfall,Indie RPG
604240,Shotgun Farmers,Action Indie
597150,Hyper Knights,Action Adventure
653120,RockShot,Action Free to Play
718650,Driftland: The Magic Revival,Indie RPG
471010,Seven: Enhanced Edition,Action Adventure
209230,Sherlock Holmes and The Hound of The Baskervilles,Adventure Casual
384080,Industry Manager: Future Technologies,Simulation
794570,XBall Champion,Sports
317280,Solstice,Adventure Indie
325520,Fire,Adventure Casual
420060,Candle,Adventure Indie
349140,Corrosion: Cold Winter Waiting [Enhanced Edition],Adventure Indie
851530,Mini-Dead,Action Free to Play
374410,TransPlan,Casual Indie
353330,Love at First Sight,Indie
501120,Clock Simulator,Indie
357670,Home Improvisation: Furniture Sandbox,Casual Indie
293480,FRONTIERS,Adventure Casual
349460,Lord of the Dark Castle,Adventure Casual
415300,Monster Monpiece,Strategy
740260,Crimson Imprint plus -Nonexistent Christmas-,Adventure Casual
464880,Stars in Shadow,Indie Strategy
775490,Super Steampunk Pinball 2D,Action Casual
104020,Storm in a Teacup,Casual Indie
304290,Heroes Rise: The Hero Project,Indie RPG
378800,Police Tactics: Imperio,Simulation Strategy
368610,The Enchanted Cave 2,Indie RPG
347670,Karate Master 2 Knock Down Blow,Action Indie
331220,Thief Town,Action Indie
345060,Stay Alight,Action Casual
350530,Airport Firefighters - The Simulation,Simulation
516410,Football Blitz,Action Casual
434000,Paws: A Shelter 2 Game,Adventure Casual
642090,Coming Out on Top,Casual Indie
551770,ECHO,Action Adventure
247310,Gravi,Early Access Indie
362090,Siralim,Indie RPG
584100,Mad Digger,Casual Indie
283080,Super Chibi Knight,Action Adventure
432950,Orange Moon,Action Adventure
498330,Cats are Liquid - A Light in the Shadows,Adventure Indie
344880,In Exilium,Action Adventure
555640,Japanese School Life,Casual Indie
685340,Delivery from the Pain 末日方舟,Action Adventure
253350,Tiny Barbarian DX,Action Adventure
467520,Power & Revolution,Simulation Strategy
287630,The Council,Adventure RPG
443420,Artificial Defense,Action Indie
552920,Sailaway - The Sailing Simulator,Indie Massively Multiplayer
612620,Detective Butler: Maiden Voyage Murder,Adventure Casual
305920,Another Perspective,Adventure Indie
567670,Serious Sam 3 VR: BFE,Action Indie
371100,Waste Walkers,Action Adventure
687260,Tokyo Dark,Adventure
300340,Lemma,Action Adventure
248730,A Walk in the Dark,
335830,Distant Star: Revenant Fleet,Action Indie
573120,Dead In Vinland,Adventure Indie
