app_id
220
240
300
380
400
550
630
1250
3830
8870
10680
13210
21100
24240
34870
42120
50130
55150
55230
67370
201810
202970
209160
232090
236450
282440
307780
374320
394510
403640
476600
440
730
208090
230410
236390
273350
291480
301520
333930
386360
444090
620
15750
21690
24200
34270
35460
35720
41900
42170
57300
92000
95400
99900
105600
108710
113020
113200
115800
203160
204360
206420
209000
209330
211580
211820
213670
214560
214730
218820
222480
223810
224480
225080
225260
225540
227220
228300
231160
233290
234140
234670
237630
237740
237870
238320
238370
239070
239160
239250
241600
242050
243120
247240
249130
249870
250420
250760
252630
254700
257510
257750
258180
263980
267490
267530
269210
271590
274190
274270
274520
275850
280160
285160
285900
287290
287700
290300
291010
292730
295110
297130
298900
299460
299740
304050
304240
304930
310380
311210
311690
312660
313690
314280
314410
314660
318600
319630
322190
322920
323580
326410
327680
332200
339340
342180
346110
348670
349040
350640
352400
356190
358080
366090
367520
371570
375680
378370
381990
384190
384490
391220
391260
396160
400910
401190
407530
411300
414070
414290
422250
422870
434420
434570
434730
436180
438640
449530
454650
460790
461640
462780
463220
470270
471710
491260
495910
496870
512900
526160
526460
528080
533150
538590
540900
543650
553640
555260
558810
568570
575860
578080
582160
593290
605530
605910
606330
608390
608560
608800
619080
619400
627690
637090
703950
723780
1520
18500
40400
92100
98200
207250
209270
218510
224860
227860
253510
275670
278910
369990
383330
448630
458710
525290
646570
1530
9500
12900
22000
33680
34900
40800
70120
205910
207080
209370
211440
220780
224760
230050
239350
250380
264380
328500
341800
344770
357300
361990
368590
383980
387930
437570
491650
2820
107410
285190
3590
8930
10500
20570
34030
65980
208140
221380
231430
268500
289070
4000
227300
242920
246900
249330
257170
265210
274980
280220
287980
296470
300570
302060
344850
365450
367450
397340
466560
496300
496460
502520
512250
513530
569480
613100
641990
4920
11240
15520
18820
20820
22230
31700
41000
41070
43190
63710
65800
70300
91700
98400
107100
107200
111400
111600
206370
209670
210770
211260
212030
214970
215470
215690
219640
221640
225280
225600
227780
229810
233190
233610
233720
234160
234390
234490
236370
236730
237930
238280
242680
242820
242860
243970
244590
244730
244850
244870
245170
246420
248310
248820
250110
250340
250700
251690
252110
252850
253030
253750
255370
257120
259510
259530
261180
261760
262260
262390
263060
263620
263740
264730
268910
270150
270450
271570
274170
274500
275470
283680
284460
284930
285920
286100
290080
291860
292570
293780
300580
301970
302270
302710
308420
311480
312530
320140
321360
322170
322910
326120
327510
334210
338170
344300
356400
359050
360940
361300
361630
365770
378270
384960
386620
393380
394760
396750
400180
407840
410110
422970
424830
429050
431560
433530
434250
434460
438020
440630
441790
445220
447820
456670
463150
464060
469820
500260
514660
519190
530540
530890
535230
564310
568090
574640
575740
589390
591560
597170
622650
633460
659460
677120
7520
20920
72850
249230
288470
377840
488790
533820
8980
42910
48700
49520
91310
218620
11280
62000
63700
91600
95000
98300
98600
105800
203210
207140
207750
220900
226100
227580
262120
266150
269710
270550
270630
273110
274900
286000
289760
290890
296300
296910
301190
308040
319570
320540
326460
340460
343440
346780
350810
356200
361190
365310
386940
394140
398710
412400
420290
427730
428900
432280
433950
438080
440740
444290
446150
447890
449220
449680
463210
473140
485220
486780
491530
493650
506500
508170
513590
515040
515910
518660
527480
528660
535520
546050
556160
556280
557680
562360
562520
562590
562730
563120
567250
567290
567580
576540
639780
659820
666220
674940
732430
15540
29180
38600
38720
40420
45450
58400
72200
80200
98800
111100
111800
206690
209520
214550
229520
233700
235360
235980
239820
241240
246620
247140
262690
266010
266390
267340
271550
271900
279990
282760
284950
285740
287200
300300
304730
315060
315070
319850
328680
328730
339160
339400
341000
343780
348360
353640
355280
355920
360850
366760
367580
371330
373970
375010
384360
386420
386490
388050
398100
402170
418310
421040
427520
431240
431750
434010
434170
438680
442070
442500
449540
451880
461880
466170
467120
467390
485450
485740
487430
495890
499440
501930
503560
504310
508760
509000
509110
509220
515470
521340
530390
533180
533860
539720
550580
555940
562220
574030
575700
579230
581640
581710
581800
582280
583490
588090
588690
588970
591420
595440
595460
